"Protocol","Flow Duration","Total Fwd Packet","Total Bwd packets","Total Length of Fwd Packet","Total Length of Bwd Packet","Fwd Packet Length Max","Fwd Packet Length Min","Fwd Packet Length Mean","Fwd Packet Length Std","Bwd Packet Length Max","Bwd Packet Length Min","Bwd Packet Length Mean","Bwd Packet Length Std","Flow Bytes/s","Flow Packets/s","Flow IAT Mean","Flow IAT Std","Flow IAT Max","Flow IAT Min","Fwd IAT Total","Fwd IAT Mean","Fwd IAT Std","Fwd IAT Max","Fwd IAT Min","Bwd IAT Total","Bwd IAT Mean","Bwd IAT Std","Bwd IAT Max","Bwd IAT Min","Fwd PSH Flags","Bwd PSH Flags","Fwd URG Flags","Bwd URG Flags","Fwd Header Length","Bwd Header Length","Fwd Packets/s","Bwd Packets/s","Packet Length Min","Packet Length Max","Packet Length Mean","Packet Length Std","Packet Length Variance","FIN Flag Count","SYN Flag Count","RST Flag Count","PSH Flag Count","ACK Flag Count","URG Flag Count","CWE Flag Count","ECE Flag Count","Down/Up Ratio","Average Packet Size","Fwd Segment Size Avg","Bwd Segment Size Avg","Fwd Bytes/Bulk Avg","Fwd Packet/Bulk Avg","Fwd Bulk Rate Avg","Bwd Bytes/Bulk Avg","Bwd Packet/Bulk Avg","Bwd Bulk Rate Avg","Subflow Fwd Packets","Subflow Fwd Bytes","Subflow Bwd Packets","Subflow Bwd Bytes","FWD Init Win Bytes","Bwd Init Win Bytes","Fwd Act Data Pkts","Fwd Seg Size Min","Active Mean","Active Std","Active Max","Active Min","Idle Mean","Idle Std","Idle Max","Idle Min","Label"
6.0,148.0,1.0,1.0,45.0,0.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,304054.0541,13513.51351,148.0,0.0,148.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,20.0,6756.756757,6756.756757,0.0,45.0,30.0,25.98076211,675.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,5425.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Normal"
6.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1091.0,980.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Normal"
17.0,148617.0,2.0,0.0,96.0,0.0,48.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,645.9557117,13.45741066,148617.0,0.0,148617.0,148617.0,148617.0,148617.0,0.0,148617.0,148617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,13.45741066,0.0,48.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Normal"
17.0,263462.0,2.0,2.0,180.0,196.0,90.0,90.0,90.0,0.0,106.0,90.0,98.0,11.3137085,1427.150785,15.18245515,87820.66667,152019.792,263358.0,27.0,77.0,77.0,0.0,77.0,77.0,27.0,27.0,0.0,27.0,27.0,0.0,0.0,0.0,0.0,16.0,16.0,7.591227577,7.591227577,90.0,106.0,93.2,7.155417528,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,116.5,90.0,98.0,0.0,0.0,0.0,0.0,4.0,1427.0,0.0,45.0,0.0,49.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,1.45634E15,186148.6886,1.45634E15,1.45634E15,"Normal"
17.0,281864.0,2.0,2.0,180.0,196.0,90.0,90.0,90.0,0.0,106.0,90.0,98.0,11.3137085,1333.97667,14.19124117,93954.66667,162687.4909,281810.0,25.0,29.0,29.0,0.0,29.0,29.0,25.0,25.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,16.0,16.0,7.095620583,7.095620583,90.0,106.0,93.2,7.155417528,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,116.5,90.0,98.0,0.0,0.0,0.0,0.0,4.0,1333.0,0.0,45.0,0.0,49.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,1.45634E15,199231.5782,1.45634E15,1.45634E15,"Normal"
6.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1236.0,1126.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Normal"
6.0,138.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14492.75362,138.0,0.0,138.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,7246.376812,7246.376812,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2640.0,1047.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Normal"
17.0,466003.0,2.0,2.0,60.0,104.0,30.0,30.0,30.0,0.0,58.0,46.0,52.0,8.485281374,351.9290648,8.583635728,155334.3333,269010.5846,465961.0,12.0,30.0,30.0,0.0,30.0,30.0,12.0,12.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,16.0,16.0,4.291817864,4.291817864,30.0,58.0,38.8,12.77497554,163.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48.5,30.0,52.0,0.0,0.0,0.0,0.0,4.0,351.0,0.0,15.0,0.0,26.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,1.45634E15,329454.4844,1.45634E15,1.45634E15,"Normal"
6.0,152.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13157.89474,152.0,0.0,152.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,6578.947368,6578.947368,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980.0,989.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Normal"
17.0,324854.0,2.0,2.0,74.0,118.0,37.0,37.0,37.0,0.0,65.0,53.0,59.0,8.485281374,591.0347418,12.31322379,108284.6667,187442.831,324725.0,26.0,26.0,26.0,0.0,26.0,26.0,103.0,103.0,0.0,103.0,103.0,0.0,0.0,0.0,0.0,16.0,16.0,6.156611893,6.156611893,37.0,65.0,45.8,12.77497554,163.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,57.25,37.0,59.0,0.0,0.0,0.0,0.0,4.0,591.0,0.0,18.0,0.0,29.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,1.45634E15,229524.0327,1.45634E15,1.45634E15,"Normal"
17.0,471371.0,2.0,2.0,64.0,108.0,32.0,32.0,32.0,0.0,60.0,48.0,54.0,8.485281374,364.893046,8.485884791,157123.6667,272116.729,471337.0,8.0,8.0,8.0,0.0,8.0,8.0,26.0,26.0,0.0,26.0,26.0,0.0,0.0,0.0,0.0,16.0,16.0,4.242942396,4.242942396,32.0,60.0,40.8,12.77497554,163.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,51.0,32.0,54.0,0.0,0.0,0.0,0.0,4.0,364.0,0.0,16.0,0.0,27.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,1.45633E15,333261.5473,1.45633E15,1.45633E15,"Normal"
17.0,292503.0,2.0,2.0,70.0,86.0,35.0,35.0,35.0,0.0,51.0,35.0,43.0,11.3137085,533.3278633,13.67507342,97501.0,168834.2505,292454.0,24.0,24.0,24.0,0.0,24.0,24.0,25.0,25.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,16.0,16.0,6.837536709,6.837536709,35.0,51.0,38.2,7.155417528,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47.75,35.0,43.0,0.0,0.0,0.0,0.0,4.0,533.0,0.0,17.0,0.0,21.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,1.45634E15,206761.5584,1.45634E15,1.45634E15,"Normal"
6.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181818.1818,11.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,90909.09091,90909.09091,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980.0,913.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Normal"
17.0,246948.0,2.0,2.0,90.0,134.0,45.0,45.0,45.0,0.0,73.0,61.0,67.0,8.485281374,907.0735539,16.19774203,82316.0,114811.7569,213479.0,33.0,33.0,33.0,0.0,33.0,33.0,33436.0,33436.0,0.0,33436.0,33436.0,0.0,0.0,0.0,0.0,16.0,16.0,8.098871017,8.098871017,45.0,73.0,53.8,12.77497554,163.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,67.25,45.0,67.0,0.0,0.0,0.0,0.0,4.0,907.0,0.0,22.0,0.0,33.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,1.45634E15,127286.2917,1.45634E15,1.45634E15,"Normal"
6.0,158.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12658.22785,158.0,0.0,158.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,6329.113924,6329.113924,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4887.0,1114.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Normal"
6.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166666.6667,12.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,83333.33333,83333.33333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,913.0,913.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Normal"
17.0,400735.0,1.0,1.0,35.0,51.0,35.0,35.0,35.0,0.0,51.0,51.0,51.0,0.0,214.6056621,4.990829351,400735.0,0.0,400735.0,400735.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2.495414676,2.495414676,35.0,51.0,40.33333333,9.237604307,85.33333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.5,35.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,25.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Normal"
6.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142857.1429,14.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,71428.57143,71428.57143,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980.0,2006.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Normal"
6.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142857.1429,14.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,71428.57143,71428.57143,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1358.0,2640.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Normal"
17.0,485638.0,1.0,1.0,31.0,47.0,31.0,31.0,31.0,0.0,47.0,47.0,47.0,0.0,160.6134611,4.118293873,485638.0,0.0,485638.0,485638.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2.059146937,2.059146937,31.0,47.0,36.33333333,9.237604307,85.33333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,54.5,31.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,23.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Normal"
6.0,135.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14814.81481,135.0,0.0,135.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,7407.407407,7407.407407,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2640.0,1114.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Normal"
17.0,311171.0,2.0,2.0,68.0,84.0,34.0,34.0,34.0,0.0,50.0,34.0,42.0,11.3137085,488.4773967,12.85466833,103723.6667,179570.6562,311074.0,48.0,48.0,48.0,0.0,48.0,48.0,49.0,49.0,0.0,49.0,49.0,0.0,0.0,0.0,0.0,16.0,16.0,6.427334167,6.427334167,34.0,50.0,37.2,7.155417528,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,46.5,34.0,42.0,0.0,0.0,0.0,0.0,4.0,488.0,0.0,17.0,0.0,21.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,1.45634E15,219893.9455,1.45634E15,1.45634E15,"Normal"
6.0,156.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12820.51282,156.0,0.0,156.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,6410.25641,6410.25641,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1047.0,1643.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Normal"
17.0,256406.0,2.0,2.0,76.0,92.0,38.0,38.0,38.0,0.0,54.0,38.0,46.0,11.3137085,655.2108765,15.60025896,85468.66667,147907.903,256258.0,52.0,96.0,96.0,0.0,96.0,96.0,52.0,52.0,0.0,52.0,52.0,0.0,0.0,0.0,0.0,16.0,16.0,7.800129482,7.800129482,38.0,54.0,41.2,7.155417528,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,51.5,38.0,46.0,0.0,0.0,0.0,0.0,4.0,655.0,0.0,19.0,0.0,23.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,1.45634E15,181097.1177,1.45634E15,1.45634E15,"Normal"
17.0,430017.0,2.0,2.0,76.0,120.0,38.0,38.0,38.0,0.0,66.0,54.0,60.0,8.485281374,455.7959336,9.30195783,143339.0,248234.0577,429975.0,16.0,16.0,16.0,0.0,16.0,16.0,26.0,26.0,0.0,26.0,26.0,0.0,0.0,0.0,0.0,16.0,16.0,4.650978915,4.650978915,38.0,66.0,46.8,12.77497554,163.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,58.5,38.0,60.0,0.0,0.0,0.0,0.0,4.0,455.0,0.0,19.0,0.0,30.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,1.45634E15,304008.5398,1.45634E15,1.45634E15,"Normal"
6.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1825.0,1047.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Normal"
6.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142857.1429,14.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,71428.57143,71428.57143,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980.0,982.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Normal"
17.0,338123.0,1.0,1.0,33.0,49.0,33.0,33.0,33.0,0.0,49.0,49.0,49.0,0.0,242.5152977,5.915007261,338123.0,0.0,338123.0,338123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2.95750363,2.95750363,33.0,49.0,38.33333333,9.237604307,85.33333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,57.5,33.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,24.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Normal"
17.0,1287020.0,2.0,2.0,86.0,102.0,43.0,43.0,43.0,0.0,59.0,43.0,51.0,11.3137085,146.0738761,3.10795481,429006.6667,743021.5063,1286974.0,22.0,24.0,24.0,0.0,24.0,24.0,22.0,22.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,16.0,16.0,1.553977405,1.553977405,43.0,59.0,46.2,7.155417528,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,57.75,43.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,25.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,1.45634E15,909995.5157,1.45634E15,1.45634E15,"Normal"
6.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133333.3333,15.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,66666.66667,66666.66667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980.0,980.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Normal"
6.0,23.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86956.52174,23.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,43478.26087,43478.26087,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1278.0,980.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Normal"
6.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,913.0,913.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Normal"
6.0,47.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63829.78723,23.5,26.1629509,42.0,5.0,47.0,47.0,0.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,42553.19149,21276.59574,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980.0,980.0,0.0,20.0,0.0,0.0,0.0,0.0,1.45634E15,0.0,1.45634E15,1.45634E15,"Normal"
17.0,969088.0,2.0,2.0,60.0,76.0,30.0,30.0,30.0,0.0,46.0,30.0,38.0,11.3137085,140.3381323,4.127592128,323029.3333,559231.3032,968774.0,17.0,17.0,17.0,0.0,17.0,17.0,297.0,297.0,0.0,297.0,297.0,0.0,0.0,0.0,0.0,16.0,16.0,2.063796064,2.063796064,30.0,46.0,33.2,7.155417528,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,41.5,30.0,38.0,0.0,0.0,0.0,0.0,4.0,140.0,0.0,15.0,0.0,19.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,1.45634E15,684804.6333,1.45634E15,1.45634E15,"Normal"
17.0,380571.0,2.0,2.0,60.0,104.0,30.0,30.0,30.0,0.0,58.0,46.0,52.0,8.485281374,430.9314162,10.51052235,126857.0,219673.4059,380514.0,27.0,30.0,30.0,0.0,30.0,30.0,27.0,27.0,0.0,27.0,27.0,0.0,0.0,0.0,0.0,16.0,16.0,5.255261173,5.255261173,30.0,58.0,38.8,12.77497554,163.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48.5,30.0,52.0,0.0,0.0,0.0,0.0,4.0,430.0,0.0,15.0,0.0,26.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,1.45634E15,269023.7246,1.45634E15,1.45634E15,"Normal"
6.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105263.1579,19.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,52631.57895,52631.57895,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980.0,913.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Normal"
6.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125000.0,16.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,62500.0,62500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980.0,1014.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Normal"
6.0,217.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9216.589862,217.0,0.0,217.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,4608.294931,4608.294931,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980.0,980.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Normal"
6.0,155.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12903.22581,155.0,0.0,155.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,6451.612903,6451.612903,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1095.0,1095.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Normal"
17.0,415946.0,1.0,1.0,29.0,45.0,29.0,29.0,29.0,0.0,45.0,45.0,45.0,0.0,177.9077092,4.808316464,415946.0,0.0,415946.0,415946.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2.404158232,2.404158232,29.0,45.0,34.33333333,9.237604307,85.33333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,51.5,29.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,22.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Normal"
